NUMBER,NAME,TYPE1,TYPE2,ABIILITY1,ABILITY2,HIDDEN_ABILITY,WEIGHT_KG,CATCH_RATE,BASE_HAPPINESS,HP,ATK,DEF,SPATK,SPDEF,SPD,EXP_CURVE,BASE_EXP,HP EV,ATK EV,DEF EV,SPATK EV,SPDEF EV,SPD EV
521,UNFEZANT,NORMAL,FLYING,BIG PECKS,SUPER LUCK,RIVALRY,29,45,70,80,105,80,65,55,93,MEDIUM_SLOW,215,0,3,0,0,0,0
522,BLITZLE,ELECTRIC,,LIGHTNINGROD,SAP SIPPER,MOTOR DRIVE,29.8,190,70,45,60,32,50,32,76,MEDIUM_FAST,59,0,0,0,0,0,1
523,ZEBSTRIKA,ELECTRIC,,LIGHTNINGROD,SAP SIPPER,MOTOR DRIVE,79.5,75,70,75,100,63,80,63,116,MEDIUM_FAST,174,0,0,0,0,0,2
524,ROGGENROLA,ROCK,,SAND FORCE,,STURDY,18,255,70,55,75,85,25,25,15,MEDIUM_SLOW,56,0,0,1,0,0,0
525,BOLDORE,ROCK,,SAND FORCE,,STURDY,102,120,70,70,105,105,50,40,20,MEDIUM_SLOW,137,0,1,1,0,0,0
526,GIGALITH,ROCK,,SAND FORCE,,STURDY,260,45,70,85,135,130,60,70,25,MEDIUM_SLOW,227,0,3,0,0,0,0
527,WOOBAT,PSYCHIC,FLYING,KLUTZ,UNAWARE,SIMPLE,2.1,190,70,55,45,43,55,43,72,MEDIUM_FAST,63,0,0,0,0,0,1
528,SWOOBAT,PSYCHIC,FLYING,KLUTZ,UNAWARE,SIMPLE,10.5,45,70,67,57,55,77,55,114,MEDIUM_FAST,149,0,0,0,0,0,2
529,DRILBUR,GROUND,,MOLD BREAKER,SAND RUSH,SAND FORCE,8.5,120,70,60,85,40,30,45,68,MEDIUM_FAST,66,0,1,0,0,0,0
530,EXCADRILL,GROUND,STEEL,MOLD BREAKER,SAND RUSH,SAND FORCE,40.4,60,70,110,135,60,50,65,88,MEDIUM_FAST,178,0,2,0,0,0,0
531,AUDINO,NORMAL,,HEALER,REGENERATOR,KLUTZ,31,255,70,103,60,86,60,86,50,FAST,390,2,0,0,0,0,0
532,TIMBURR,FIGHTING,,GUTS,SHEER FORCE,IRON FIST,12.5,180,70,75,80,55,25,35,35,MEDIUM_SLOW,61,0,1,0,0,0,0
533,GURDURR,FIGHTING,,GUTS,SHEER FORCE,IRON FIST,40,90,70,85,105,85,40,50,40,MEDIUM_SLOW,142,0,2,0,0,0,0
534,CONKELDURR,FIGHTING,,GUTS,SHEER FORCE,IRON FIST,87,45,70,105,140,95,55,65,45,MEDIUM_SLOW,227,0,3,0,0,0,0
535,TYMPOLE,WATER,,HYDRATION,WATER ABSORB,SWIFT SWIM,4.5,255,70,50,50,40,50,40,64,MEDIUM_SLOW,59,0,0,0,0,0,1
536,PALPITOAD,WATER,GROUND,HYDRATION,WATER ABSORB,SWIFT SWIM,17,120,70,75,65,55,65,55,69,MEDIUM_SLOW,134,2,0,0,0,0,0
537,SEISMITOAD,WATER,GROUND,POISON TOUCH,WATER ABSORB,SWIFT SWIM,62,45,70,105,85,75,85,75,74,MEDIUM_SLOW,225,3,0,0,0,0,0
538,THROH,FIGHTING,,GUTS,MOLD BREAKER,INNER FOCUS,55.5,45,70,120,100,85,30,85,45,MEDIUM_FAST,163,2,0,0,0,0,0
539,SAWK,FIGHTING,,INNER FOCUS,STURDY,MOLD BREAKER,51,45,70,75,125,75,30,75,85,MEDIUM_FAST,163,0,2,0,0,0,0
540,SEWADDLE,BUG,GRASS,CHLOROPHYLL,SWARM,OVERCOAT,2.5,255,70,45,53,70,40,60,42,MEDIUM_SLOW,62,0,0,1,0,0,0
541,SWADLOON,BUG,GRASS,CHLOROPHYLL,OVERCOAT,LEAF GUARD,7.3,120,70,55,63,90,50,80,42,MEDIUM_SLOW,133,0,0,2,0,0,0
542,LEAVANNY,BUG,GRASS,CHLOROPHYLL,SWARM,OVERCOAT,20.5,45,70,75,103,80,70,70,92,MEDIUM_SLOW,221,0,3,0,0,0,0
543,VENIPEDE,BUG,POISON,POISON POINT,SWARM,QUICK FEET,5.3,255,70,30,45,59,30,39,57,MEDIUM_SLOW,52,0,0,1,0,0,0
544,WHIRLIPEDE,BUG,POISON,POISON POINT,SWARM,QUICK FEET,58.5,120,70,40,55,99,40,79,47,MEDIUM_SLOW,126,0,0,2,0,0,0
545,SCOLIPEDE,BUG,POISON,POISON POINT,SWARM,QUICK FEET,200.5,45,70,60,90,89,55,69,112,MEDIUM_SLOW,214,0,0,0,0,0,3
546,COTTONEE,GRASS,,CHLOROPHYLL,PRANKSTER,INFILTRATOR,0.6,190,70,40,27,60,37,50,66,MEDIUM_FAST,56,0,0,0,0,0,1
547,WHIMSICOTT,GRASS,,CHLOROPHYLL,PRANKSTER,INFILTRATOR,6.6,75,70,60,67,85,77,75,116,MEDIUM_FAST,168,0,0,0,0,0,2
548,PETILIL,GRASS,,CHLOROPHYLL,OWN TEMPO,LEAF GUARD,6.6,190,70,45,35,50,70,50,30,MEDIUM_FAST,56,0,0,0,1,0,0
549,LILLIGANT,GRASS,,CHLOROPHYLL,OWN TEMPO,LEAF GUARD,16.3,75,70,70,60,75,110,75,90,MEDIUM_FAST,168,0,0,0,2,0,0
550,BASCULIN,WATER,,ADAPTABILITY,RECKLESS,MOLD BREAKER,18,25,70,70,92,65,80,55,98,MEDIUM_FAST,161,0,0,0,0,0,2
551,SANDILE,GROUND,DARK,ANGER POINT,MOXIE,INTIMIDATE,15.2,180,70,50,72,35,35,35,65,MEDIUM_SLOW,58,0,1,0,0,0,0
552,KROKOROK,GROUND,DARK,ANGER POINT,MOXIE,INTIMIDATE,33.4,90,70,60,82,45,45,45,74,MEDIUM_SLOW,123,0,2,0,0,0,0
553,KROOKODILE,GROUND,DARK,ANGER POINT,MOXIE,INTIMIDATE,96.3,45,70,95,117,70,65,70,92,MEDIUM_SLOW,229,0,3,0,0,0,0
554,DARUMAKA,FIRE,,HUSTLE,,INNER FOCUS,37.5,120,70,70,90,45,15,45,50,MEDIUM_SLOW,63,0,1,0,0,0,0
555,DARMANITAN,FIRE,,SHEER FORCE,,ZEN MODE,92.9,60,70,105,140,55,30,55,95,MEDIUM_SLOW,168,0,2,0,0,0,0
556,MARACTUS,GRASS,,CHLOROPHYLL,WATER ABSORB,STORM DRAIN,28,255,70,75,86,67,106,67,60,MEDIUM_FAST,161,0,0,0,2,0,0
557,DWEBBLE,BUG,ROCK,SHELL ARMOR,WEAK ARMOR,STURDY,14.5,190,70,50,65,85,35,35,55,MEDIUM_FAST,65,0,0,1,0,0,0
558,CRUSTLE,BUG,ROCK,SHELL ARMOR,WEAK ARMOR,STURDY,200,75,70,70,95,125,65,75,45,MEDIUM_FAST,166,0,0,2,0,0,0
559,SCRAGGY,DARK,FIGHTING,INTIMIDATE,SHED SKIN,MOXIE,11.8,180,35,50,75,70,35,70,48,MEDIUM_FAST,70,0,1,0,0,0,0
560,SCRAFTY,DARK,FIGHTING,INTIMIDATE,SHED SKIN,MOXIE,30,90,70,65,90,115,45,115,58,MEDIUM_FAST,171,0,0,1,0,1,0
561,SIGILYPH,PSYCHIC,FLYING,MAGIC GUARD,WONDER SKIN,TINTED LENS,14,45,70,72,58,80,103,80,97,MEDIUM_FAST,172,0,0,0,2,0,0
562,YAMASK,GHOST,,MUMMY,,,1.5,190,70,38,30,85,55,65,30,MEDIUM_FAST,61,0,0,1,0,0,0
563,COFAGRIGUS,GHOST,,MUMMY,,,76.5,90,70,58,50,145,95,105,30,MEDIUM_FAST,169,0,0,2,0,0,0
564,TIRTOUGA,WATER,ROCK,SOLID ROCK,SWIFT SWIM,STURDY,16.5,45,70,54,78,103,53,45,22,MEDIUM_FAST,71,0,0,1,0,0,0
565,CARRACOSTA,WATER,ROCK,SOLID ROCK,SWIFT SWIM,STURDY,81,45,70,74,108,133,83,65,32,MEDIUM_FAST,173,0,0,2,0,0,0
566,ARCHEN,ROCK,FLYING,DEFEATIST,,,9.5,45,70,55,112,45,74,45,70,MEDIUM_FAST,71,0,1,0,0,0,0
567,ARCHEOPS,ROCK,FLYING,DEFEATIST,,,32,45,70,75,140,65,112,65,110,MEDIUM_FAST,177,0,2,0,0,0,0
568,TRUBBISH,POISON,,AFTERMATH,STICKY HOLD,STENCH,31,190,70,50,50,62,40,62,65,MEDIUM_FAST,66,0,0,0,0,0,1
569,GARBODOR,POISON,,AFTERMATH,WEAK ARMOR,STENCH,107.3,60,70,80,95,82,60,82,75,MEDIUM_FAST,166,0,2,0,0,0,0
570,ZORUA,DARK,,ILLUSION,,,12.5,75,70,40,65,40,80,40,65,MEDIUM_SLOW,66,0,0,0,1,0,0
571,ZOROARK,DARK,,ILLUSION,,,81.1,45,70,60,105,60,120,60,105,MEDIUM_SLOW,179,0,0,0,2,0,0
572,MINCCINO,NORMAL,,CUTE CHARM,TECHNICIAN,SKILL LINK,5.8,255,70,55,50,40,40,40,75,FAST,60,0,0,0,0,0,1
573,CINCCINO,NORMAL,,CUTE CHARM,TECHNICIAN,SKILL LINK,7.5,60,70,75,95,60,65,60,115,FAST,165,0,0,0,0,0,2
574,GOTHITA,PSYCHIC,,FRISK,,SHADOW TAG,5.8,200,70,45,30,50,55,65,45,MEDIUM_SLOW,58,0,0,0,0,1,0
575,GOTHORITA,PSYCHIC,,FRISK,,SHADOW TAG,18,100,70,60,45,70,75,85,55,MEDIUM_SLOW,137,0,0,0,0,2,0
576,GOTHITELLE,PSYCHIC,,FRISK,,SHADOW TAG,44,50,70,70,55,95,95,110,65,MEDIUM_SLOW,221,0,0,0,0,3,0
577,SOLOSIS,PSYCHIC,,MAGIC GUARD,REGENERATOR,OVERCOAT,1,200,70,45,30,40,105,50,20,MEDIUM_SLOW,58,0,0,0,1,0,0
578,DUOSION,PSYCHIC,,MAGIC GUARD,REGENERATOR,OVERCOAT,8,100,70,65,40,50,125,60,30,MEDIUM_SLOW,130,0,0,0,2,0,0
579,REUNICLUS,PSYCHIC,,MAGIC GUARD,REGENERATOR,OVERCOAT,20.1,50,70,110,65,75,125,85,30,MEDIUM_SLOW,221,0,0,0,3,0,0
580,DUCKLETT,WATER,FLYING,BIG PECKS,KEEN EYE,HYDRATION,5.5,190,70,62,44,50,44,50,55,MEDIUM_FAST,61,1,0,0,0,0,0
581,SWANNA,WATER,FLYING,BIG PECKS,KEEN EYE,HYDRATION,24.2,45,70,75,87,63,87,63,98,MEDIUM_FAST,166,0,0,0,0,0,2
582,VANILLITE,ICE,,ICE BODY,,WEAK ARMOR,5.7,255,70,36,50,50,65,60,44,SLOW,61,0,0,0,1,0,0
583,VANILLISH,ICE,,ICE BODY,,WEAK ARMOR,41,120,70,51,65,65,80,75,59,SLOW,138,0,0,0,2,0,0
584,VANILLUXE,ICE,,ICE BODY,,WEAK ARMOR,57.5,45,70,71,95,85,110,95,79,SLOW,241,0,0,0,3,0,0
585,DEERLING,NORMAL,GRASS,CHLOROPHYLL,SERENE GRACE,SAP SIPPER,19.5,190,70,60,60,50,40,50,75,MEDIUM_FAST,67,0,0,0,0,0,1
586,SAWSBUCK,NORMAL,GRASS,CHLOROPHYLL,SERENE GRACE,SAP SIPPER,92.5,75,70,80,100,70,60,70,95,MEDIUM_FAST,166,0,2,0,0,0,0
587,EMOLGA,ELECTRIC,FLYING,MOTOR DRIVE,,STATIC,5,200,70,55,75,60,75,60,103,MEDIUM_FAST,150,0,0,0,0,0,2
588,KARRABLAST,BUG,,NO GUARD,SWARM,SHED SKIN,5.9,200,70,50,75,45,40,45,60,MEDIUM_FAST,63,0,1,0,0,0,0
589,ESCAVALIER,BUG,STEEL,OVERCOAT,SWARM,SHELL ARMOR,33,75,70,70,135,105,60,105,20,MEDIUM_FAST,173,0,2,0,0,0,0
590,FOONGUS,GRASS,POISON,EFFECT SPORE,,REGENERATOR,1,190,70,69,55,45,55,55,15,MEDIUM_FAST,59,1,0,0,0,0,0
591,AMOONGUSS,GRASS,POISON,EFFECT SPORE,,REGENERATOR,10.5,75,70,114,85,70,85,80,30,MEDIUM_FAST,162,2,0,0,0,0,0
592,FRILLISH,WATER,GHOST,CURSED BODY,WATER ABSORB,DAMP,33,190,70,55,40,50,65,85,40,MEDIUM_FAST,67,0,0,0,0,1,0
593,JELLICENT,WATER,GHOST,CURSED BODY,WATER ABSORB,DAMP,135,60,70,100,60,70,85,105,60,MEDIUM_FAST,168,0,0,0,0,2,0
594,ALOMOMOLA,WATER,,HEALER,REGENERATOR,HYDRATION,31.6,75,70,165,75,80,40,45,65,FAST,165,2,0,0,0,0,0
595,JOLTIK,BUG,ELECTRIC,COMPOUND EYES,UNNERVE,SWARM,0.6,190,70,50,47,50,57,50,65,MEDIUM_FAST,64,0,0,0,0,0,1
596,GALVANTULA,BUG,ELECTRIC,COMPOUND EYES,UNNERVE,SWARM,14.3,75,70,70,77,60,97,60,108,MEDIUM_FAST,165,0,0,0,0,0,2
597,FERROSEED,GRASS,STEEL,IRON BARBS,,,18.8,255,70,44,50,91,24,86,10,MEDIUM_FAST,61,0,0,1,0,0,0
598,FERROTHORN,GRASS,STEEL,IRON BARBS,,,110,90,70,74,94,131,54,116,20,MEDIUM_FAST,171,0,0,2,0,0,0
599,KLINK,STEEL,,CLEAR BODY,PLUS,MINUS,21,130,70,40,55,70,45,60,30,MEDIUM_SLOW,60,0,0,1,0,0,0
600,KLANG,STEEL,,CLEAR BODY,PLUS,MINUS,51,60,70,60,80,95,70,85,50,MEDIUM_SLOW,154,0,0,2,0,0,0
601,KLINKLANG,STEEL,,CLEAR BODY,PLUS,MINUS,81,30,70,60,100,115,70,85,90,MEDIUM_SLOW,234,0,0,3,0,0,0
602,TYNAMO,ELECTRIC,,LEVITATE,,,0.3,190,70,35,55,40,45,40,60,SLOW,55,0,0,0,0,0,1
603,EELEKTRIK,ELECTRIC,,LEVITATE,,,22,60,70,65,85,70,75,70,40,SLOW,142,0,2,0,0,0,0
604,EELEKTROSS,ELECTRIC,,LEVITATE,,,80.5,30,70,85,115,80,105,80,50,SLOW,232,0,3,0,0,0,0
605,ELGYEM,PSYCHIC,,ANALYTIC,TELEPATHY,SYNCHRONIZE,9,255,70,55,55,55,85,55,30,MEDIUM_FAST,67,0,0,0,1,0,0
606,BEHEEYEM,PSYCHIC,,ANALYTIC,TELEPATHY,SYNCHRONIZE,34.5,90,70,75,75,75,125,95,40,MEDIUM_FAST,170,0,0,0,2,0,0
607,LITWICK,GHOST,FIRE,FLAME BODY,,FLASH FIRE,3.1,190,70,50,30,55,65,55,20,MEDIUM_SLOW,55,0,0,0,1,0,0
608,LAMPENT,GHOST,FIRE,FLAME BODY,,FLASH FIRE,13,90,70,60,40,60,95,60,55,MEDIUM_SLOW,130,0,0,0,2,0,0
609,CHANDELURE,GHOST,FIRE,FLAME BODY,,FLASH FIRE,34.3,45,70,60,55,90,145,90,80,MEDIUM_SLOW,234,0,0,0,3,0,0
610,AXEW,DRAGON,,MOLD BREAKER,UNNERVE,RIVALRY,18,75,35,46,87,60,30,40,57,SLOW,64,0,1,0,0,0,0
611,FRAXURE,DRAGON,,MOLD BREAKER,UNNERVE,RIVALRY,36,60,35,66,117,70,40,50,67,SLOW,144,0,2,0,0,0,0
612,HAXORUS,DRAGON,,MOLD BREAKER,UNNERVE,RIVALRY,105.5,45,35,76,147,90,60,70,97,SLOW,243,0,3,0,0,0,0
613,CUBCHOO,ICE,,RATTLED,,SNOW CLOAK,8.5,120,70,55,70,40,60,40,40,MEDIUM_FAST,61,0,1,0,0,0,0
614,BEARTIC,ICE,,SNOW CLOAK,,SWIFT SWIM,260,60,70,95,110,80,70,80,50,MEDIUM_FAST,170,0,2,0,0,0,0
615,CRYOGONAL,ICE,,LEVITATE,,,148,25,70,70,50,30,95,135,105,MEDIUM_FAST,170,0,0,0,0,2,0
616,SHELMET,BUG,,HYDRATION,SHELL ARMOR,OVERCOAT,7.7,200,70,50,40,85,40,65,25,MEDIUM_FAST,61,0,0,1,0,0,0
617,ACCELGOR,BUG,,HYDRATION,UNBURDEN,STICKY HOLD,25.3,75,70,80,70,40,100,60,145,MEDIUM_FAST,173,0,0,0,0,0,2
618,STUNFISK,GROUND,ELECTRIC,LIMBER,STATIC,SAND VEIL,11,75,70,109,66,84,81,99,32,MEDIUM_FAST,165,2,0,0,0,0,0
619,MIENFOO,FIGHTING,,INNER FOCUS,REGENERATOR,RECKLESS,20,180,70,45,85,50,55,50,65,MEDIUM_SLOW,70,0,1,0,0,0,0
620,MIENSHAO,FIGHTING,,INNER FOCUS,REGENERATOR,RECKLESS,35.5,45,70,65,125,60,95,60,105,MEDIUM_SLOW,179,0,2,0,0,0,0
621,DRUDDIGON,DRAGON,,MOLD BREAKER,SHEER FORCE,ROUGH SKIN,139,45,70,77,120,90,60,90,48,MEDIUM_FAST,170,0,2,0,0,0,0
622,GOLETT,GROUND,GHOST,IRON FIST,NO GUARD,KLUTZ,92,190,70,59,74,50,35,50,35,MEDIUM_FAST,61,0,1,0,0,0,0
623,GOLURK,GROUND,GHOST,IRON FIST,NO GUARD,KLUTZ,330,90,70,89,124,80,55,80,55,MEDIUM_FAST,169,0,2,0,0,0,0
624,PAWNIARD,DARK,STEEL,DEFIANT,PRESSURE,INNER FOCUS,10.2,120,35,45,85,70,40,40,60,MEDIUM_FAST,68,0,1,0,0,0,0
625,BISHARP,DARK,STEEL,DEFIANT,PRESSURE,INNER FOCUS,70,45,35,65,125,100,60,70,70,MEDIUM_FAST,172,0,2,0,0,0,0
626,BOUFFALANT,NORMAL,,RECKLESS,SOUNDPROOF,SAP SIPPER,94.6,45,70,95,110,95,40,95,55,MEDIUM_FAST,172,0,2,0,0,0,0
627,RUFFLET,NORMAL,FLYING,HUSTLE,SHEER FORCE,KEEN EYE,10.5,190,70,70,83,50,37,50,60,SLOW,70,0,1,0,0,0,0
628,BRAVIARY,NORMAL,FLYING,DEFIANT,SHEER FORCE,KEEN EYE,41,60,70,100,123,75,57,75,80,SLOW,179,0,2,0,0,0,0
629,VULLABY,DARK,FLYING,BIG PECKS,WEAK ARMOR,OVERCOAT,9,190,35,70,55,75,45,65,60,SLOW,74,0,0,1,0,0,0
630,MANDIBUZZ,DARK,FLYING,BIG PECKS,WEAK ARMOR,OVERCOAT,39.5,60,35,110,65,105,55,95,80,SLOW,179,0,0,0,2,0,0
631,HEATMOR,FIRE,,FLASH FIRE,WHITE SMOKE,GLUTTONY,58,90,70,85,97,66,105,66,65,MEDIUM_FAST,169,0,0,0,2,0,0
632,DURANT,BUG,STEEL,HUSTLE,TRUANT,SWARM,33,90,70,58,109,112,48,48,109,MEDIUM_FAST,169,0,0,2,0,0,0
633,DEINO,DARK,DRAGON,HUSTLE,,,17.3,45,35,52,65,50,45,50,38,SLOW,60,0,1,0,0,0,0
634,ZWEILOUS,DARK,DRAGON,HUSTLE,,,50,45,35,72,85,70,65,70,58,SLOW,147,0,2,0,0,0,0
635,HYDREIGON,DARK,DRAGON,LEVITATE,,,160,45,35,92,105,90,125,90,98,SLOW,270,0,0,0,3,0,0
636,LARVESTA,BUG,FIRE,FLAME BODY,,SWARM,28.8,45,70,55,85,55,50,55,60,SLOW,72,0,1,0,0,0,0
637,VOLCARONA,BUG,FIRE,FLAME BODY,,SWARM,46,15,70,85,60,65,135,105,100,SLOW,248,0,0,0,3,0,0
638,COBALION,STEEL,FIGHTING,JUSTIFIED,,,250,3,35,91,90,129,90,72,108,SLOW,261,0,0,3,0,0,0
639,TERRAKION,ROCK,FIGHTING,JUSTIFIED,,,260,3,35,91,129,90,72,90,108,SLOW,261,0,3,0,0,0,0
640,VIRIZION,GRASS,FIGHTING,JUSTIFIED,,,200,3,35,91,90,72,90,129,108,SLOW,261,0,0,0,0,3,0
641,TORNADUS,FLYING,,DEFIANT,,PRANKSTER,63,3,90,79,115,70,125,80,111,SLOW,261,0,3,0,0,0,0
642,THUNDURUS,ELECTRIC,FLYING,DEFIANT,,PRANKSTER,61,3,90,79,115,70,125,80,111,SLOW,261,0,3,0,0,0,0
643,RESHIRAM,DRAGON,FIRE,TURBOBLAZE,,,330,45,0,100,120,100,150,120,90,SLOW,306,0,0,0,3,0,0
644,ZEKROM,DRAGON,ELECTRIC,TERAVOLT,,,345,45,0,100,150,120,120,100,90,SLOW,306,0,3,0,0,0,0
645,LANDORUS,GROUND,FLYING,SAND FORCE,,SHEER FORCE,68,3,90,89,125,90,115,80,101,SLOW,270,0,0,0,3,0,0
646,KYUREM,DRAGON,ICE,PRESSURE,,,325,3,0,125,130,90,130,90,95,SLOW,297,1,1,0,1,0,0
647,KELDEO,WATER,FIGHTING,JUSTIFIED,,,48.5,3,35,91,72,90,129,90,108,SLOW,261,0,0,0,3,0,0
648,MELOETTA,NORMAL,PSYCHIC,SERENE GRACE,,,6.5,3,100,100,77,77,128,128,90,SLOW,270,0,0,0,1,1,1
649,GENESECT,BUG,STEEL,DOWNLOAD,,,82.5,3,0,71,120,95,120,95,99,SLOW,270,0,1,0,1,0,1
