Number,Name,Type1,Type2,Ability1,Ability2,Hidden Ability,Weight (kg),Catch Rate,Base Happiness,HP,Attack,Defense,Special Attack,Special Defense,Speed,Exp. Curve,Base exp,HP EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV
612,Haxorus,Dragon,,Mold Breaker,Unnerve,Rivalry,105.5,45,35,76,147,90,60,70,97,Slow,243,0,3,0,0,0,0
613,Cubchoo,Ice,,Rattled,,Snow Cloak,8.5,120,70,55,70,40,60,40,40,Medium,61,0,1,0,0,0,0
614,Beartic,Ice,,Snow Cloak,,Swift Swim,260,60,70,95,110,80,70,80,50,Medium,170,0,2,0,0,0,0
615,Cryogonal,Ice,,Levitate,,,148,25,70,70,50,30,95,135,105,Medium,170,0,0,0,0,2,0
616,Shelmet,Bug,,Hydration,Shell Armor,Overcoat,7.7,200,70,50,40,85,40,65,25,Medium,61,0,0,1,0,0,0
617,Accelgor,Bug,,Hydration,Unburden,Sticky Hold,25.3,75,70,80,70,40,100,60,145,Medium,173,0,0,0,0,0,2
618,Stunfisk,Ground,Electric,Limber,Static,Sand Veil,11,75,70,109,66,84,81,99,32,Medium,165,2,0,0,0,0,0
619,Mienfoo,Fighting,,Inner Focus,Regenerator,Reckless,20,180,70,45,85,50,55,50,65,Medium Slow,70,0,1,0,0,0,0
620,Mienshao,Fighting,,Inner Focus,Regenerator,Reckless,35.5,45,70,65,125,60,95,60,105,Medium Slow,179,0,2,0,0,0,0
621,Druddigon,Dragon,,Mold Breaker,Sheer Force,Rough Skin,139,45,70,77,120,90,60,90,48,Medium,170,0,2,0,0,0,0
622,Golett,Ground,Ghost,Iron Fist,No Guard,Klutz,92,190,70,59,74,50,35,50,35,Medium,61,0,1,0,0,0,0
623,Golurk,Ground,Ghost,Iron Fist,No Guard,Klutz,330,90,70,89,124,80,55,80,55,Medium,169,0,2,0,0,0,0
624,Pawniard,Dark,Steel,Defiant,Pressure,Inner Focus,10.2,120,35,45,85,70,40,40,60,Medium,68,0,1,0,0,0,0
625,Bisharp,Dark,Steel,Defiant,Pressure,Inner Focus,70,45,35,65,125,100,60,70,70,Medium,172,0,2,0,0,0,0
626,Bouffalant,Normal,,Reckless,Soundproof,Sap Sipper,94.6,45,70,95,110,95,40,95,55,Medium,172,0,2,0,0,0,0
627,Rufflet,Normal,Flying,Hustle,Sheer Force,Keen Eye,10.5,190,70,70,83,50,37,50,60,Slow,70,0,1,0,0,0,0
628,Braviary,Normal,Flying,Defiant,Sheer Force,Keen Eye,41,60,70,100,123,75,57,75,80,Slow,179,0,2,0,0,0,0
629,Vullaby,Dark,Flying,Big Pecks,Weak Armor,Overcoat,9,190,35,70,55,75,45,65,60,Slow,74,0,0,1,0,0,0
630,Mandibuzz,Dark,Flying,Big Pecks,Weak Armor,Overcoat,39.5,60,35,110,65,105,55,95,80,Slow,179,0,0,0,2,0,0
631,Heatmor,Fire,,Flash Fire,White Smoke,Gluttony,58,90,70,85,97,66,105,66,65,Medium,169,0,0,0,2,0,0
632,Durant,Bug,Steel,Hustle,Truant,Swarm,33,90,70,58,109,112,48,48,109,Medium,169,0,0,2,0,0,0
633,Deino,Dark,Dragon,Hustle,,,17.3,45,35,52,65,50,45,50,38,Slow,60,0,1,0,0,0,0
634,Zweilous,Dark,Dragon,Hustle,,,50,45,35,72,85,70,65,70,58,Slow,147,0,2,0,0,0,0
635,Hydreigon,Dark,Dragon,Levitate,,,160,45,35,92,105,90,125,90,98,Slow,270,0,0,0,3,0,0
636,Larvesta,Bug,Fire,Flame Body,,Swarm,28.8,45,70,55,85,55,50,55,60,Slow,72,0,1,0,0,0,0
637,Volcarona,Bug,Fire,Flame Body,,Swarm,46,15,70,85,60,65,135,105,100,Slow,248,0,0,0,3,0,0
638,Cobalion,Steel,Fighting,Justified,,,250,3,35,91,90,129,90,72,108,Slow,261,0,0,3,0,0,0
639,Terrakion,Rock,Fighting,Justified,,,260,3,35,91,129,90,72,90,108,Slow,261,0,3,0,0,0,0
640,Virizion,Grass,Fighting,Justified,,,200,3,35,91,90,72,90,129,108,Slow,261,0,0,0,0,3,0
641,Tornadus,Flying,,Defiant,,Prankster,63,3,90,79,115,70,125,80,111,Slow,261,0,3,0,0,0,0
642,Thundurus,Electric,Flying,Defiant,,Prankster,61,3,90,79,115,70,125,80,111,Slow,261,0,3,0,0,0,0
643,Reshiram,Dragon,Fire,Turboblaze,,,330,45,0,100,120,100,150,120,90,Slow,306,0,0,0,3,0,0
644,Zekrom,Dragon,Electric,Teravolt,,,345,45,0,100,150,120,120,100,90,Slow,306,0,3,0,0,0,0
645,Landorus,Ground,Flying,Sand Force,,Sheer Force,68,3,90,89,125,90,115,80,101,Slow,270,0,0,0,3,0,0
646,Kyurem,Dragon,Ice,Pressure,,,325,3,0,125,130,90,130,90,95,Slow,297,1,1,0,1,0,0
647,Keldeo,Water,Fighting,Justified,,,48.5,3,35,91,72,90,129,90,108,Slow,261,0,0,0,3,0,0
648,Meloetta,Normal,Psychic,Serene Grace,,,6.5,3,100,100,77,77,128,128,90,Slow,270,0,0,0,1,1,1
649,Genesect,Bug,Steel,Download,,,82.5,3,0,71,120,95,120,95,99,Slow,270,0,1,0,1,0,1
